url	download_complete
cloudberry.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcloudberry.ics.uci.edu%2Fhello-world%2F&format=xml	complete
auge.ics.uci.edu/sln	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2011%2F09%2F2011_wellingpami%2F&format=xml	incomplete
wics.ics.uci.edu?attachment_id=348	incomplete
ngs.ics.uci.edu/losing-friends/feed	incomplete
ngs.ics.uci.edu/google-will-touch-everything/feed	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fphone-as-identity%2F&format=xml	incomplete
www.ics.uci.edu/~yamingy/cocktail_demo.m	complete
sdcl.ics.uci.edu/xmlrpc.php?rsd	incomplete
grape.ics.uci.edu/wiki/fr	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fdata-in-motion%2F&format=xml	incomplete
wics.ics.uci.edu/wp-content/wics/plugins/awesome-flickr-gallery-plugin/afg_img_rsz.php?src=https://farm3.static.flickr.com/2857/10096538446_dc6fbd4a4a.jpg&q=100&w=250	incomplete
www.ics.uci.edu/~chair/aboutirvine.html	incomplete
cml.ics.uci.edu/category/news	incomplete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2010%2F05%2F2010_lixieintel%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fvideo-games-in-academia%2F&format=xml	complete
matt-smith-v2.ics.uci.edu/dutran/wordpress/wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-ui-core,jquery-ui-widget,jquery-ui-position,jquery-ui-menu,wp-a11y,jquery-ui-autocomplete&ver=4.9.9	incomplete
ngs.ics.uci.edu/tag/managing-photos/feed	complete
ngs.ics.uci.edu/observation-systems-functionality	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fevent%2Fgeneral-meeting-in-ics-432%2F&format=xml	incomplete
ngs.ics.uci.edu?p=1727	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ftoo-much-travel%2F&format=xml	complete
wics.ics.uci.edu?p=2778	incomplete
wics.ics.uci.edu/fall-quarter-week-4-study-session?share=twitter	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Finnovations-in-india%2F	complete
wics.ics.uci.edu/event/week-6-northrop-grumman	incomplete
www.ics.uci.edu/~lalehj	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fbuilding-more-iits%2F&format=xml	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch12/LeukemiaData.txt	complete
www.ics.uci.edu/~stasio/winter06/ics22H.html	complete
cml.ics.uci.edu/2007/08/2007_igbgrant	complete
cml.ics.uci.edu/2008/09/2008_networkgrant	incomplete
cloudberry.ics.uci.edu/prof-li-gave-a-talk-about-cloudberry-at-apweb-suzhou-china	incomplete
matt-smith-v2.ics.uci.edu/dutran/wordpress?p=181	incomplete
www.ics.uci.edu/~babaks/Site/Codes.html	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffall-quarter-2017-week-0-wics-social%2F&format=xml	incomplete
matt-smith-v2.ics.uci.edu/dutran/wordpress?p=185	incomplete
matt-smith-v2.ics.uci.edu/dutran/wordpress?p=187	incomplete
matt-smith-v2.ics.uci.edu/dutran/wordpress?p=189	incomplete
www.ics.uci.edu/~thornton	incomplete
www.ics.uci.edu/~lmartie	complete
computableplant.ics.uci.edu/sw/CambiumOrganism	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2015%2F05%2Fcenter-member-and-ics-dean-hal-stern-to-help-lead-national-effort-to-improve-criminal-evidence-analysis-cut-wrongful-convictions%2F	complete
ngs.ics.uci.edu/tag/contextual-reasoning	incomplete
ngs.ics.uci.edu/knowledge-and-innovation-sharing-networks-kisn/feed	incomplete
www.ics.uci.edu/~lopes/teaching/cs221W16/index.html	complete
ngs.ics.uci.edu/knee-surgery-2/feed	complete
ngs.ics.uci.edu/surveillance-systems-obsys/feed	incomplete
sdcl.ics.uci.edu/research/crowddesign	complete
ngs.ics.uci.edu/researcher/feed	complete
cml.ics.uci.edu?p=286	complete
ngs.ics.uci.edu/tag/narratives/feed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fknee-surgery-2%2F	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fpartners%2Fcollaborators%2F	complete
wics.ics.uci.edu/cia-info-session-with-wics	complete
mcs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmcs.ics.uci.edu%2Fcurrent-students%2Fonce-admitted%2Fvv%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fpersonal-analytics%2F	complete
cml.ics.uci.edu?p=288	complete
www.ics.uci.edu/~stasio/Papers/jsy04-abs.html	complete
emj.ics.uci.edu/papers/vision-and-image-analysis-papers	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/demo_3	complete
wics.ics.uci.edu/wics-mentorship-program?share=twitter	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/demo_2	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fsocial-pixels%2F&format=xml	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/demo_1	complete
ngs.ics.uci.edu/mobile-money-or-power-of-mobile-phones-to-transform	complete
wics.ics.uci.edu/beginning-of-the-quarter-general-meeting?share=facebook	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2015%2F02%2Falexander-ihler-gives-short-course-on-approximate-inference-at-mlss%2F&format=xml	complete
wics.ics.uci.edu/wics-2018-bytes-of-code?afg87_page_id=1	complete
wics.ics.uci.edu/wics-2018-bytes-of-code?afg87_page_id=2	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fmock-interview%2F	complete
www.ics.uci.edu/community/news/spotlight/spotlight_russell.php	complete
www.ics.uci.edu/~iftekha/publication/on-the-limits-of-mutation-reduction-strategies	complete
www.ics.uci.edu/~stasio/fall04/reading.html	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fextreme-stories-12%2F&format=xml	complete
ngs.ics.uci.edu/tag/summarization	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch7/FEVdataAge10to19.txt	complete
emj.ics.uci.edu/papers/cognition-papers/feed	complete
wics.ics.uci.edu?p=1110	complete
ngs.ics.uci.edu/environment-to-environment-e2e-communication	complete
wics.ics.uci.edu?p=3236	complete
ngs.ics.uci.edu/when-20	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-fall-quarter-week-0-anteater-involvement-fair%2F	complete
www.ics.uci.edu/~feldman/lec11F00.html	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F&format=xml	complete
matt-smith-v2.ics.uci.edu/dutran/wordpress/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmatt-smith-v2.ics.uci.edu%2Fdutran%2Fwordpress%2Fbest-data-visualization-award%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fphoto-album-2015-breaking-the-boundaries%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Finformation-sites-in-multimedia%2F	complete
wics.ics.uci.edu/wics-is-awarded-the-ncwit-student-seed-fund-2/feed	complete
wics.ics.uci.edu/fall-quarter-2016-week-6-facebook-diversity-panel?share=google-plus-1	complete
ngs.ics.uci.edu?p=872	complete
ngs.ics.uci.edu?p=873	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fnagpur-trip-2007%2F	complete
ngs.ics.uci.edu?p=871	complete
ngs.ics.uci.edu?p=876	complete
ngs.ics.uci.edu?p=877	complete
ngs.ics.uci.edu?p=874	complete
ngs.ics.uci.edu?p=875	complete
ngs.ics.uci.edu?p=878	complete
ngs.ics.uci.edu?p=879	complete
ngs.ics.uci.edu/sharing-your-photos-orsiso	complete
ngs.ics.uci.edu/convergence-in-search-and-databases	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fresearch%2Fpatents%2F&format=xml	complete
mcs.ics.uci.edu/about/course-descriptions	complete
ngs.ics.uci.edu/popular-videos/feed	complete
cloudberry.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcloudberry.ics.uci.edu%2Fcloudberry-at-acm-sigspatial-2016%2F&format=xml	complete
mhcid.ics.uci.edu/people/mhcid-faculty-and-staff	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fdeep-history%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Felectronic-cultural-atlas-initiative-workshop%2F	complete
ngs.ics.uci.edu?p=1113	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch15/Ch15WinBUGScode.odc	complete
ngs.ics.uci.edu?p=1114	complete
mhcid.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmhcid.ics.uci.edu%2Fadmissions%2Fadmissions-overview%2Fapplicant-portfolio%2F	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2Fstudy-materials-and-data%2F	complete
wics.ics.uci.edu/wics-fall-quarter-week-3-amazon-workshop?afg93_page_id=3	complete
wics.ics.uci.edu/wics-fall-quarter-week-3-amazon-workshop?afg93_page_id=2	complete
graphics.ics.uci.edu	complete
www.ics.uci.edu/~feldman/131F00.html	complete
wics.ics.uci.edu/annual-mentorship-program-2013?afg7_page_id=1	complete
wics.ics.uci.edu/annual-mentorship-program-2013?afg7_page_id=3	complete
wics.ics.uci.edu/annual-mentorship-program-2013?afg7_page_id=2	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2011%2F09%2F2011_scmlworkshop%2F&format=xml	complete
wics.ics.uci.edu/wp-json	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffall-quarter-2016-week-1-mentorship-mixer%2Fimg_2349%2F&format=xml	complete
ngs.ics.uci.edu/if-it-merged-with-e-t	complete
ngs.ics.uci.edu/future-google-and-news-interesting-viewpoint/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fevent%2Fautogravity-job-shadowing%2F&format=xml	complete
mhcid.ics.uci.edu/admissions/admissions-overview/applicant-portfolio	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fubiquitous-city%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fdeveloping-actionable-personal-intelligence-for-everyone%2F&format=xml	complete
sdcl.ics.uci.edu/research/crowd-development	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fphoto-taking-behaviour-teens-of-photography%2F&format=xml	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2F4%2F&format=xml	complete
mhcid.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmhcid.ics.uci.edu%2Fadmissions%2Fcosts-and-financial-aid%2F&format=xml	complete
cml.ics.uci.edu/tag/news/page/3	complete
cml.ics.uci.edu/tag/news/page/2	complete
cml.ics.uci.edu/tag/news/page/6	complete
cml.ics.uci.edu/tag/news/page/5	complete
cml.ics.uci.edu/tag/news/page/4	complete
www.ics.uci.edu/~stasio/winter06/lab2/SavingsCalculatorTester.java	complete
wics.ics.uci.edu/event/western-digital-tour/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz%2F13-02-03-toy-hacker-016%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fonline-video%2F	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-first-general-spring-quarter-meeting%2F	complete
ngs.ics.uci.edu/tag/visualization	complete
ngs.ics.uci.edu/tag/pattern-recognition	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fevent%2Fblind-squirrel-event%2F&format=xml	complete
cloudberry.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcloudberry.ics.uci.edu%2Fdocumentation%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fmicrosoft-search-lab%2F	complete
ngs.ics.uci.edu/nagpur-the-big-orange	incomplete
www.ics.uci.edu/~jsupanci	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2009%2F02%2F2009_yahoogift2%2F&format=xml	complete
cwicsocal18.ics.uci.edu/sponsors/sponsor-information	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz%2F13-02-03-toy-hacker-006%2F	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-spring-quarter-2018-week-4-blind-squirrel-games-debugging-session%2F&format=xml	complete
chenli.ics.uci.edu?p=71	complete
mhcid.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmhcid.ics.uci.edu%2Fprogram%2Fabout-the-program%2F&format=xml	complete
wics.ics.uci.edu/feed?attachment_id=274	complete
wics.ics.uci.edu/fall-quarter-2016-first-general-meeting?afg69_page_id=1	complete
ngs.ics.uci.edu/tag/data-revolution/feed	complete
wics.ics.uci.edu/fall-quarter-2017-week-1-wics-first-general-meeting?share=facebook	complete
chenli.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fchenli.ics.uci.edu%2Fbiography%2F	complete
ngs.ics.uci.edu/eventweb-and-saving-lives/feed	complete
cml.ics.uci.edu/feed	complete
sourcerer.ics.uci.edu	incomplete
www.ics.uci.edu/~wjohnson/BIDA/Ch11/Ch11WinBUGScode.odc	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fback-after-a-long-break%2F&format=xml	complete
cert.ics.uci.edu	complete
cml.ics.uci.edu/2017/10/fall-2017	complete
ngs.ics.uci.edu/interesting-uses-of-mass-photography	complete
www.ics.uci.edu/%7Ewscacchi/Presentations/OSS-Requirements	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Faggressiveness-in-start-ups%2F&format=xml	complete
www.ics.uci.edu/%7Emagda/cs620/announceOG.html	complete
ngs.ics.uci.edu/honored-surprised-and-started-thinking/feed	complete
emj.ics.uci.edu?p=220	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fstart-up-in-social-networking-interesting-insights%2F	complete
wics.ics.uci.edu/wics-winter-quarter-week-1-first-general-meeting?share=google-plus-1	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz%2F13-02-03-toy-hacker-012%2F	complete
wics.ics.uci.edu/wics-is-awarded-the-ncwit-student-seed-fund?share=google-plus-1	complete
ngs.ics.uci.edu/current-technical-trends-in-internet	complete
ngs.ics.uci.edu/personal/favorite-quotes	complete
ngs.ics.uci.edu/on-selecting-a-research-problem/feed	complete
www.ics.uci.edu/%7Emajumder/pub.html	complete
wics.ics.uci.edu/brownie-troops-computer-expert-badge/feed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fvision-andor-hype-in-search%2F	complete
ngs.ics.uci.edu/on-selecting-a-research-problem	complete
wics.ics.uci.edu/fall-quarter-2017-week-5-wics-mentorship-reveal?afg73_page_id=2	complete
wics.ics.uci.edu/fall-quarter-2017-week-5-wics-mentorship-reveal?afg73_page_id=3	complete
ngs.ics.uci.edu?p=1283	complete
wics.ics.uci.edu/fall-quarter-2017-week-5-wics-mentorship-reveal?afg73_page_id=1	complete
ngs.ics.uci.edu?p=1285	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/Ch9RcodeANOVA.txt	complete
wics.ics.uci.edu/fall-quarter-2017-week-5-wics-mentorship-reveal?afg73_page_id=4	complete
wics.ics.uci.edu/fall-quarter-2017-week-5-wics-mentorship-reveal?afg73_page_id=5	complete
ngs.ics.uci.edu/tag/twitter/feed	complete
ngs.ics.uci.edu?p=1288	complete
ngs.ics.uci.edu/back-in-india/feed	complete
ngs.ics.uci.edu/geotagging-2/feed	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2Fresearch%2Fpast-projects%2Fcode-orb-2%2F	complete
ngs.ics.uci.edu/1077/feed	complete
wics.ics.uci.edu/adobe-info-session/feed	complete
ngs.ics.uci.edu/drama-architecture-and-computers/feed	complete
matt-smith-v2.ics.uci.edu/dutran/wordpress/xmlrpc.php?rsd	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fnext-generation-search-course%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ftrip-to-angkor-in-cambodia-2%2F	complete
www.ics.uci.edu/community/news/notes/index	complete
wics.ics.uci.edu/first-general-meeting?share=google-plus-1	complete
www.ics.uci.edu/~feldman/lec9F00.html	complete
wics.ics.uci.edu/winter-quarter-2017-week-5-twilio-info-session	complete
emj.ics.uci.edu?page_id=67	complete
wics.ics.uci.edu/wics-co-hosts-google-panel	complete
ngs.ics.uci.edu/young-innovators-in-ics-180280	complete
www.ics.uci.edu/grad/courses	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fvisual-info-retrieval%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fextreme-stories-1%2F	complete
www.ics.uci.edu/~chenli/pdf-font-types/index.html	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch4/Ch4WinBUGScode.odc	complete
mcs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmcs.ics.uci.edu%2Fcurrent-students%2Fresources%2Fgradhandbook%2F	complete
mcs.ics.uci.edu/feed	complete
ngs.ics.uci.edu/research/research-papers	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fobjective-self-3-quantified-self-is-a-step-towards-objective-self%2F&format=xml	complete
wics.ics.uci.edu/event/week-6-homework-help	complete
www.ics.uci.edu/grad/policies/GradPolicies_CandidacyCommittee.php	complete
ngs.ics.uci.edu/micrsoft-in-enterprise-search/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fletter-of-recommendation-workshop%2F8418211828_c9d1dba579_c%2F	complete
ngs.ics.uci.edu/electricity-in-india	complete
wics.ics.uci.edu/fall-quarter-2016-first-general-meeting	complete
ngs.ics.uci.edu/video-search-story-in-wired	complete
ngs.ics.uci.edu/phone-as-modern-swiss-army-knife	complete
wics.ics.uci.edu/event/week-0-meet-and-greet/feed	complete
cml.ics.uci.edu/2014/02/2014_improver/feed	complete
www.ics.uci.edu/~cbdaviso/net-status	complete
www.ics.uci.edu/~lopes/teaching/inf212W14/index.html	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fseraja-product-development%2F&format=xml	complete
ngs.ics.uci.edu?p=999	complete
ngs.ics.uci.edu?p=998	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch8/prioriterates.txt	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-2018-bytes-of-code%2F&format=xml	complete
ngs.ics.uci.edu?p=991	complete
ngs.ics.uci.edu?p=990	complete
ngs.ics.uci.edu?p=993	complete
ngs.ics.uci.edu?p=992	complete
ngs.ics.uci.edu?p=995	complete
ngs.ics.uci.edu?p=994	complete
ngs.ics.uci.edu?p=997	complete
ngs.ics.uci.edu?p=996	complete
wics.ics.uci.edu/wics-fall-quarter-week-8-academic-planning-workshop?share=twitter	complete
ngs.ics.uci.edu/tag/personal-health	complete
cml.ics.uci.edu/2014/09/fall-2014	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ffuture-surveillance%2F	complete
cloudberry.ics.uci.edu/we-have-a-new-youtube-video/feed	complete
ngs.ics.uci.edu/is-this-bitterness-or-real-belief/feed	incomplete
ngs.ics.uci.edu/tag/sharing-photos	complete
ngs.ics.uci.edu/social-search-3	complete
ngs.ics.uci.edu/social-search-2	complete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Fprojects%2Fcomputational-biology-projects%2Fcomputable-plant-project%2F	complete
ngs.ics.uci.edu/tag/data-analytics	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Four-mentorship-program%2F&format=xml	complete
cml.ics.uci.edu/2011/09/2011_fellowships	complete
www.ics.uci.edu/~yamingy/bayesD_demo2.r	complete
wics.ics.uci.edu/category/news/page/7	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Finittogether%2F	complete
cwicsocal18.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcwicsocal18.ics.uci.edu%2Fleadership%2F	complete
ngs.ics.uci.edu/tag/correlation/feed	complete
wics.ics.uci.edu/wics-fall-quarter-week-4-coffee-chat-with-deloitte?share=twitter	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2007%2F01%2F2007_jainbestpaper%2F&format=xml	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2Faiml%2F	complete
sdcl.ics.uci.edu?p=40	complete
wics.ics.uci.edu?p=2593	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fextreme-stories-7%2F	complete
ngs.ics.uci.edu/go-to-mumbai	incomplete
ngs.ics.uci.edu/goggles-to-cyberspace/feed	incomplete
cml.ics.uci.edu/subscribe	complete
ngs.ics.uci.edu/china	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fcontextual-circles%2F&format=xml	complete
cml.ics.uci.edu?p=327	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fmore-experiences-in-china%2F	complete
wics.ics.uci.edu/western-digital-tour-luncheon-with-female-engineers?share=google-plus-1	complete
ngs.ics.uci.edu?p=735	complete
ngs.ics.uci.edu?p=737	incomplete
ngs.ics.uci.edu?p=736	incomplete
ngs.ics.uci.edu?p=731	complete
ngs.ics.uci.edu?p=733	complete
ngs.ics.uci.edu?p=732	incomplete
ngs.ics.uci.edu?p=739	complete
www.ics.uci.edu/~schark/krish/sigmetrics96.ps.Z	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fmeeting-prof-h-h-nagel%2F	complete
wics.ics.uci.edu/wics-attends-cwic-socal/feed	incomplete
cml.ics.uci.edu/2014/06/center-member-smyth-to-head-new-data-science-initiative	complete
www.ics.uci.edu/%7Ewscacchi	complete
wics.ics.uci.edu?p=189	complete
wics.ics.uci.edu?p=181	complete
mhcid.ics.uci.edu/xmlrpc.php	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fpersonal%2Ffavorite-books%2F&format=xml	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fevent%2Fweek-4-movie-night%2F	complete
wics.ics.uci.edu/wics-first-general-meeting/img_1619	complete
wics.ics.uci.edu?p=2365	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fevent%2Fweek-2-google-career-panel%2F	complete
wics.ics.uci.edu?p=2368	complete
wics.ics.uci.edu/category/news/page/13	complete
wics.ics.uci.edu/wics-first-general-meeting/img_1615	complete
ngs.ics.uci.edu/tag/health-state	complete
ngs.ics.uci.edu/cyber-persona/feed	complete
ngs.ics.uci.edu/folk-computing-a-scenario-from-2013	complete
emj.ics.uci.edu/projects/computational-biology-projects	complete
www.ics.uci.edu/community/news/view_news.php?id=1111	complete
sdcl.ics.uci.edu/research/calico	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Finteresting-uses-of-mass-photography%2F	complete
wics.ics.uci.edu/event/potential-wics-study-session	complete
cml.ics.uci.edu/2012/09/fall-2012/feed	complete
wics.ics.uci.edu/event/project-meeting-2-3	incomplete
wics.ics.uci.edu/event/project-meeting-2-2	complete
wics.ics.uci.edu/study-session/feed	complete
wics.ics.uci.edu/movie-night	complete
matt-smith-v2.ics.uci.edu/dutran/wordpress/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmatt-smith-v2.ics.uci.edu%2Fdutran%2Fwordpress%2Fjianfeng-won-the-google-graduate-student-award-in-ics%2F	complete
wics.ics.uci.edu/week-8-thanksgiving-potluck/feed	complete
ngs.ics.uci.edu/video-search-presenting-results/feed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ftowards-weaving-the-visual-web%2F&format=xml	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch5/RcodeDiasorinExample.txt	complete
www.ics.uci.edu/~hshirani/webobjects	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/Project_Rules.html	incomplete
